"Град","Код","Име","БЕЛ","МАТ","Уч. БЕЛ","Уч. МАТ"
"София","2201400","Професионална гимназия по туризъм Алеко Константинов","3.771","4.083","137","115"
"София","2201078","78. Средно училище Христо Смирненски","3.809","4.008","35","36"
"София","2210117","117. Средно училище Свети свети Кирил и Методий","3.897","4.155","9","10"
"София","2215170","170 Средно училище Васил Левски","3.814","3.877","35","35"
"София","2211557","Духовно Училище Софийска духовна семинария Св. Иван Рилски","3.773","3.768","11","11"
"София","2203603","Специално училище за ученици с нарушено зрение ЛУИ БРАЙЛ","4.647","4.412","4","4"
"София","2202612","Специално училище за ученици с увреден слух Проф. д-р Дечо Денев","3.048","2.64","10","1"
"София","2902101","Национално музикално училище Любомир Пипков","4.621","4.993","71","22"
"София","2902301","Национално училище за танцово изкуство","4.154","3.396","59","3"
"София","2902401","Национално училище за изящни изкуства Илия Петров","4.491","5.93","51","1"
"София","2902501","НАЦИОНАЛНА ГИМНАЗИЯ ЗА ПРИЛОЖНИ ИЗКУСТВА СВЕТИ ЛУКА - СОФИЯ","4.457","3.732","90","5"
"София","2902601","Национална професионална гимназия по полиграфия и фотография","4.771","0","126","0"
"София","2902701","Национален учебен комплекс по култура с лицей за изучаване на италиански език и култура с участието на Република Италия","5.062","5.562","54","54"
"София","2902702","Национална гимназия за древни езици и култури Константин Кирил Философ","5.426","5.454","94","94"
"София","2202401","Професионална гимназия по екология и биотехнологии Проф. д-р Асен Златаров","4.262","4.418","64","63"
"София","2204402","НАЦИОНАЛНА ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ПРЕЦИЗНА ТЕХНИКА И ОПТИКА М. В. Ломоносов","4.432","4.861","226","183"
"София","2204403","ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТЕКСТИЛНИ И КОЖЕНИ ИЗДЕЛИЯ","2.91","3.092","21","21"
"София","2204405","ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ПОДЕМНА, СТРОИТЕЛНА И ТРАНСПОРТНА ТЕХНИКА","3.433","3.496","43","43"
"София","2205407","СОФИЙСКА ПРОФЕСИОНАЛНА ГИМНАЗИЯ по ЕЛЕКТРОНИКА Джон Атанасов","4.483","4.972","193","192"
"София","2205408","Професионална гимназия по фризьорство и козметика Княгиня Евдокия","3.772","3.952","48","13"
"София","2206409","Професионална гимназия по транспорт и енергетика Хенри Форд","3.948","4.107","143","102"
"София","2206410","ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО АУДИО-, ВИДЕО- И ТЕЛЕКОМУНИКАЦИЯ А. С. ПОПОВ","3.926","4.365","147","142"
"София","2207412","ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТРАНСПОРТ","3.525","3.721","26","28"
"София","2208413","Софийска гимназия по хлебни и сладкарски технологии","3.663","3.926","57","53"
"София","2211417","Професионална гимназия по облекло Княгиня Мария Луиза","4.077","4.455","40","19"
"София","2211419","СОФИЙСКА ГИМНАЗИЯ ПО СТРОИТЕЛСТВО, АРХИТЕКТУРА И ГЕОДЕЗИЯ ХРИСТО БОТЕВ","4.881","4.93","181","179"
"София","2211420","НАЦИОНАЛНА ФИНАНСОВО-СТОПАНСКА ГИМНАЗИЯ","5.108","5.351","176","159"
"София","2213350","Технологично училище Електронни системи към Технически Университет - София","4.916","5.604","96","97"
"София","2216422","Професионална гимназия по механоелектротехника Н.Й.Вапцаров","3.504","3.628","77","79"
"София","2216423","СОФИЙСКА ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТУРИЗЪМ","4.499","4.58","171","61"
"София","2217424","ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ЕЛЕКТРОТЕХНИКА И АВТОМАТИКА","4.079","4.627","115","113"
"София","2220427","Професионална гимназия по железопътен транспорт Никола Корчев","3.298","3.087","28","21"
"София","2221430","ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТРАНСПОРТ МАКГАХАН","3.387","3.529","87","84"
"София","2223431","ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТЕЛЕКОМУНИКАЦИИ","4.151","4.921","126","123"
"София","2224432","Професионална гимназия по текстил и моден дизайн","4.233","4.415","56","10"
"София","2224433","НАЦИОНАЛНА ТЪРГОВСКО - БАНКОВА ГИМНАЗИЯ","5.026","5.258","255","168"
"София","2204311","Профилирана гимназия с интензивно изучаване на румънски език МИХАЙ ЕМИНЕСКУ","3.962","4.248","15","15"
"София","2211304","Национална природо-математическа гимназия Академик Любомир Чакалов","5.143","5.537","235","234"
"София","2213307","СПОРТНО УЧИЛИЩЕ ГЕН. ВЛАДИМИР СТОЙЧЕВ","3.859","4.091","87","74"
"София","2204134","134. средно училище Димчо Дебелянов","4.867","5.307","77","77"
"София","2217151","НАЦИОНАЛНО СРЕДНО УЧИЛИЩЕ СОФИЯ","4.037","4.24","49","51"
"София","2900001","Българско средно училище Христо Ботев","3.78","4.41","1","1"
"София","2900102","Българско средно училище Д-р Петър Берон","4.393","4.612","11","11"
"София","2206411","Професионална гимназия по хранително-вкусови технологии Проф. д-р Георги Павлов","3.624","3.9","44","40"
"София","2217426","ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО СЕЛСКО СТОПАНСТВО БУЗЕМА","3.106","2.76","3","3"
"София","2204091","91.НЕМСКА ЕЗИКОВА ГИМНАЗИЯ ,,Професор Константин Гълъбов","5.624","5.782","190","174"
"София","2206302","Втора английска езикова гимназия Томас Джеферсън","5.309","5.717","211","211"
"София","2209305","Профилирана гимназия с изучаване на чужди езици Свети Методий","4.304","4.835","87","86"
"София","2212303","33 ЕЗИКОВА ГИМНАЗИЯ СВЕТА СОФИЯ","4.413","4.693","102","105"
"София","2216164","164. гимназия с преподаване на испански език Мигел де Сервантес","5.605","5.538","138","138"
"София","2216301","Първа английска езикова гимназия","5.469","5.837","218","218"
"София","2216306","Софийска математическа гимназия Паисий Хилендарски","5.517","5.828","186","186"
"София","2220308","Профилирана гимназия за изобразителни изкуства Професор Николай Райнов","4.19","3.45","29","1"
"София","2221157","157 Гимназия с изучаване на чужд език Сесар Вайехо","5.133","4.998","107","108"
"София","2222009","9 Френска езикова гимназия Алфонс дьо Ламартин","5.324","5.409","202","202"
"София","2208057","57 Спортно училище Свети Наум Охридски","3.549","4.014","81","20"
"София","2214153","153 Спортно училище Неофит Рилски","3.478","0","25","0"
"София","2219166","166 Спортно училище Васил Левски","3.761","4.436","85","16"
"София","2202002","2 средно училище Академик Емилиян Станев ","4.561","4.911","99","99"
"София","2202026","26 Средно училище Йордан Йовков","4.015","4.25","16","15"
"София","2203074","74 СУ ГОЦЕ ДЕЛЧЕВ","4.097","4.086","30","29"
"София","2203140","140. СРЕДНО УЧИЛИЩЕ ИВАН БОГОРОВ","3.276","3.344","11","13"
"София","2204018","18 Средно училище Уилям Гладстон","5.201","5.414","218","218"
"София","2204030","30 СРЕДНО УЧИЛИЩЕ БРАТЯ МИЛАДИНОВИ","5.112","5.021","66","67"
"София","2204032","32. СРЕДНО УЧИЛИЩЕ С ИЗУЧАВАНЕ НА ЧУЖДИ ЕЗИЦИ СВЕТИ КЛИМЕНТ ОХРИДСКИ","5.254","5.653","158","158"
"София","2204310","5. Вечерно средно училище Пеньо Пенев","4.032","4.206","34","35"
"София","2205105","105. СРЕДНО УЧИЛИЩЕ АТАНАС ДАЛЧЕВ","4.42","4.65","44","44"
"София","2205119","119 Средно училище Академик Михаил Арнаудов","4.501","4.908","75","75"
"София","2206003","Трето средно училище Марин Дринов","3.412","3.785","12","12"
"София","2206113","113 СУ САВА ФИЛАРЕТОВ","3.37","3.301","14","11"
"София","2207068","68 Средно училище Академик Никола Обрешков","3.769","3.728","29","29"
"София","2207069","69 Средно училище Димитър Маринов","2.935","3.035","2","2"
"София","2207108","108 Средно училище Никола Беловеждов","4.178","4.537","20","20"
"София","2208017","17 СУ Дамян Груев с ранно чуждоезиково обучение","3.35","4.24","1","1"
"София","2208028","28 Средно училище Алеко Константинов","3.953","3.942","21","21"
"София","2208123","123 Средно училищe Стефан Стамболов","3.214","3.287","17","15"
"София","2208135","135 средно училище Ян Амос Коменски","3.906","3.973","18","18"
"София","2209019","19 СРЕДНО УЧИЛИЩЕ ЕЛИН ПЕЛИН","4.35","4.697","62","60"
"София","2209036","36 Средно училище Максим Горки","4.237","4.709","23","23"
"София","2209051","51 СРЕДНО УЧИЛИЩЕ ЕЛИСАВЕТА БАГРЯНА","4.452","4.822","81","81"
"София","2209132","132. Средно училище Ваня Войнова","3.906","4.012","83","78"
"София","2210085","85 Средно училище Отец Паисий","3.593","3.798","20","19"
"София","2211021","21 СРЕДНО УЧИЛИЩЕ ХРИСТО БОТЕВ","4.387","5.167","43","44"
"София","2211035","35. СРЕДНО УЧИЛИЩЕ ДОБРИ ВОЙНИКОВ","5.276","5.125","130","130"
"София","2212037","37. СРЕДНО УЧИЛИЩЕ РАЙНА КНЯГИНЯ","3.613","3.612","19","18"
"София","2212040","40 Средно училище Луи Пастьор","3.636","3.795","18","18"
"София","2212056","56. Средно училище Професор Константин Иречек","4.19","4.323","38","37"
"София","2212079","79 средно училище Индира Ганди","4.204","4.213","28","28"
"София","2212090","90 Средно училище Генерал Хосе де Сан Мартин","4.173","4.127","32","32"
"София","2212096","96. Средно училище Лев Николаевич Толстой","4.58","4.513","22","23"
"София","2212097","97 Средно училище Братя Миладинови","3.957","3.924","55","57"
"София","2212137","137 средно училище Ангел Кънчев","4.391","4.918","80","81"
"София","2213010","10 Средно училище Теодор Траянов ","3.933","3.946","22","22"
"София","2213039","39 Средно училище Петър Динеков","3.915","4.554","34","34"
"София","2213081","81. Средно училище Виктор Юго","4.286","4.848","17","17"
"София","2213118","118 Средно училище Академик Людмил Стоянов","4.109","4.494","24","24"
"София","2213125","125 СУ с изучаване на чужди езици Боян Пенев","4.011","4.487","24","24"
"София","2213128","128 СРЕДНО УЧИЛИЩЕ АЛБЕРТ АЙНЩАЙН","4.309","4.584","23","23"
"София","2213131","131 СУ Климент Аркадиевич Тимирязев","3.942","3.94","14","12"
"София","2213144","144 Средно училище Народни будители","4.127","4.077","59","63"
"София","2214015","15 Средно училище Адам Мицкевич","3.923","4.035","21","21"
"София","2214054","54 СРЕДНО УЧИЛИЩЕ Свети ИВАН РИЛСКИ","4.424","4.897","44","44"
"София","2214101","101. СРЕДНО УЧИЛИЩЕ БАЧО КИРО","3.815","3.948","49","46"
"София","2216001","1 Средно училище Пенчо П. Славейков","4.483","4.805","124","124"
"София","2216309","IV Сменно-вечерна гимназия Отец Паисий ","3.763","3.946","90","89"
"София","2217066","66 Средно училище Филип Станиславов","3.471","3.453","9","10"
"София","2217088","88 Средно училище Димитър Попниколов","4.157","4.659","39","40"
"София","2217149","149 Средно училище ,,Иван Хаджийски","3.731","4.14","15","12"
"София","2219024","24 Средно училище П.К.Яворов","3.144","3.307","17","17"
"София","2219044","44. Средно училище Неофит Бозвели","4.405","4.405","26","26"
"София","2219095","95 СУ Проф. Иван Шишманов","3.931","4.098","32","32"
"София","2219130","130. средно училище Стефан Караджа","3.767","3.88","17","17"
"София","2220014","14. средно училище Проф. д-р Асен Златаров","4.09","4.136","19","19"
"София","2220029","29. Средно училище Кузман Шапкарев","3.7","3.6","38","38"
"София","2221023","23 Средно училище Фредерик Жолио-Кюри","4.137","4.565","87","87"
"София","2221031","31 Средно училище за чужди езици и мениджмънт Иван Вазов","5.25","5.539","150","150"
"София","2221093","93-то Средно училище Александър Теодоров - Балан","3.848","3.797","34","36"
"София","2221094","94 СРЕДНО УЧИЛИЩЕ Димитър Страшимиров","3.25","3.057","22","16"
"София","2221138","138 СРЕДНО УЧИЛИЩЕ ПРОФ. ВАСИЛ ЗЛАТАРСКИ","4.575","4.949","99","97"
"София","2222007","7. СРЕДНО УЧИЛИЩЕ СВ. СЕДМОЧИСЛЕНИЦИ","4.727","5.432","125","100"
"София","2222012","12 Средно училище Цар Иван Асен II","4.519","4.974","67","67"
"София","2222127","127 СРЕДНО УЧИЛИЩЕ Иван Николаевич Денкоглу","4.818","5.228","141","143"
"София","2222133","133 Средно училище „А. С. Пушкин”","5.296","5.449","100","100"
"София","2224022","22 Средно училище Георги Стойков Раковски","5.109","5.425","169","170"
"София","2224047","47 СУ Христо Г. Данов","3.879","4.068","27","28"
"София","2224073","73.СУ с преподаване на чужди езици Владислав Граматик","5.585","5.623","126","126"
"София","2224121","121 СРЕДНО УЧИЛИЩЕ ГЕОРГИ ИЗМИРЛИЕВ","3.514","3.856","24","23"
"София","2208539","Частна професионална гимназия по икономика, туризъм и информатика,,Булпрогрес","4.09","4.061","8","8"
"София","2211517","ЧАСТНА ПРОФЕСИОНАЛНА ГИМНАЗИЯ БАНКЕР","4.867","0","11","0"
"София","2211571","Частна професионална гимназия по охрана и сигурност Св.Георги Победоносец","2.4","0","1","0"
"София","2224545","ЧАСТНА ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО БАНКОВО ДЕЛО, ТЪРГОВИЯ И ФИНАНСИ","4.187","5.018","11","11"
"София","2204511","Частна профилирана гимназия с чуждоезиково обучение Езиков свят","4.284","5.317","9","9"
"София","2205520","Частна езикова гимназия Проф.Иван Апостолов","4.902","5.838","31","31"
"София","2212540","ЧАСТНА НЕМСКА ГИМНАЗИЯ ЕРИХ КЕСТНЕР","5.249","5.507","18","18"
"София","2213503","Частна профилирана гимназия с чуждоезиково обучение „Меридиан 22","5.167","5.6","14","14"
"София","2213507","АМЕРИКАНСКИ КОЛЕЖ В СОФИЯ","5.546","5.934","141","141"
"София","2216533","Първа частна английска гимназия Уилям Шекспир-Интелект Инвест","4.523","5.465","26","26"
"София","2221590","Частна профилирана гимназия Образователни технологии","4.561","5.383","30","30"
"София","2223547","ЧАСТНА ЕЗИКОВА ГИМНАЗИЯ ПРОФ.Д-Р В.ЗЛАТАРСКИ","5.003","5.82","45","45"
"София","2202534","Частно профилирано средно училище Свети Наум","4.636","5.46","3","3"
"София","2202535","ЧСУ Рьорих с ранно чуждоезиково обучение и разширено изучаване на музика и изобразително изкуство","4.14","4.86","9","9"
"София","2202536","Частно средно езиково училище Дрита","4.431","5.038","16","16"
"София","2203720","Частно средно училище Дружба - София","4.659","5.383","46","46"
"София","2204549","Частно средно училище с немски език Веда","5.045","5.637","11","11"
"София","2208526","Частно средно училище Орфей","3.965","4.672","4","5"
"София","2209529","Частно езиково средно училище Дорис Тенеди","5.341","5.726","36","36"
"София","2216532","Частно средно училище УВЕКИНД ","4.826","5.65","20","20"
"София","2218192","192 СРЕДНО УЧИЛИЩЕ ХРИСТО БОТЕВ","3.894","4.283","18","18"
"София","2218071","71 Средно училище Пейо Яворов","3.785","3.826","22","22"
"Пловдив","1690187","ДУ-Пловдивска духовна семинария Св. Св. Кирил и Методий-Пловдив","4.09","3.952","11","11"
"Пловдив","1690271","Специално училище за ученици с увреден слух Проф. Д-р Ст. Белинов","3.15","0","4","0"
"Пловдив","2902102","Национално училище за музикално и танцово изкуство Добрин Петков","4.772","4.915","38","11"
"Пловдив","2902302","Национална гимназия за сценични и екранни изкуства","4.227","0","42","0"
"Пловдив","2902402","Национална художествена гимназия Цанко Лавренов","4.671","0","47","0"
"Пловдив","1690174","Професионална гимназия по електротехника и електроника","4.415","4.67","187","160"
"Пловдив","1690175","Национална търговска гимназия - Пловдив","5.418","5.401","202","88"
"Пловдив","1690176","Професионална гимназия по облекло Ана Май","3.675","3.31","68","2"
"Пловдив","1690178","Професионална гимназия по туризъм Проф. д-р Асен Златаров","4.29","4.242","183","167"
"Пловдив","1690179","Професионална гимназия по битова техника","3.849","4.235","91","89"
"Пловдив","1690272","Професионална гимназия по архитектура, строителство и геодезия Арх.Камен Петков","4.486","4.399","201","161"
"Пловдив","1690273","Професионална гимназия по транспорт Гоце Делчев","3.493","3.446","106","28"
"Пловдив","1690274","Професионална гимназия по строителни технологии Пеньо Пенев","3.114","2.997","29","29"
"Пловдив","1690473","Професионална гимназия по кожени изделия и текстил Д-р Иван Богоров","2.946","3.193","13","13"
"Пловдив","1690572","Професионална гимназия по механотехника Професор Цветан Лазаров","3.765","4.035","106","107"
"Пловдив","1690573","Професионална гимназия по машиностроене","3.026","2.752","33","4"
"Пловдив","1690347","Спортно училище Васил Левски","3.907","4.341","92","26"
"Пловдив","1690177","Професионална гимназия по вътрешна архитектура и дървообработване Христо Ботев","3.601","3.412","45","14"
"Пловдив","1690472","Професионална гимназия по хранителни технологии и техника","4.007","4.105","139","68"
"Пловдив","1690153","Хуманитарна гимназия Св. Св. Кирил и Методий","5.128","5.183","198","198"
"Пловдив","1690346","Математическа гимназия Академик Кирил Попов","5.274","5.337","214","209"
"Пловдив","1690449","Езикова гимназия Пловдив","5.6","5.846","288","288"
"Пловдив","1690450","Езикова гимназия Иван Вазов","5.512","5.382","221","222"
"Пловдив","1690451","Френска езикова гимназия Антоан дьо Сент - Екзюпери","5.089","5.113","208","208"
"Пловдив","1690150","Средно училище Любен Каравелов","3.892","3.728","23","24"
"Пловдив","1690154","Средно училище СВ. ПАИСИЙ ХИЛЕНДАРСКИ ","4.389","4.709","94","94"
"Пловдив","1690155","Средно училище Свети Климент Охридски","4.15","4.702","51","51"
"Пловдив","1690156","Средно училище Свети Патриарх Евтимий","4.839","4.902","114","115"
"Пловдив","1690157","Средно училище Цар Симеон Велики","4.507","4.872","27","27"
"Пловдив","1690247","Средно училище Найден Геров","3.13","3.398","16","15"
"Пловдив","1690345","Средно училище Свети свети Кирил и Методий","4.137","4.099","58","58"
"Пловдив","1690446","Средно училище Никола Вапцаров","3.502","3.686","5","6"
"Пловдив","1690447","Средно училище Пейо Крачолов Яворов","4.048","4.192","68","66"
"Пловдив","1690448","Средно училище Христо Груев Данов","4.117","3.91","16","16"
"Пловдив","1690542","Средно училище Братя Миладинови","3.342","3.589","28","30"
"Пловдив","1690549","Средно училище Константин Величков ","4.246","3.691","16","16"
"Пловдив","1690550","Средно училище Свети Константин - Кирил Философ","4.372","4.247","20","20"
"Пловдив","1690642","Средно училище „Димитър Матевски","3.704","3.79","16","15"
"Пловдив","1690643","Средно училище Свети Седмочисленици","3.719","3.814","23","24"
"Пловдив","1690644","Средно училище Свети Софроний Врачански","4.01","3.9","1","1"
"Пловдив","1690645","Средно училище Черноризец Храбър","4.525","4.363","42","43"
"Пловдив","1690910","Частна професионална гимназия по икономика и управление","4.018","4.753","9","3"
"Пловдив","1690904","Частна профилирана гимназия Класик","4.438","4.993","17","16"
"Пловдив","1690909","Частна езикова гимназия Стоян Сариев","4.89","5.192","16","16"
"Пловдив","1690901","ЧАСТНО СРЕДНО УЧИЛИЩЕ ДРУЖБА","4.171","4.585","9","9"
"Пловдив","1690906","ЧАСТНА ПРОФИЛИРАНА ГИМНАЗИЯ ЕДМЪНД БЪРК","4.31","4.605","4","4"
"Варна","400054","Специално училище за ученици с нарушено зрение Проф. д-р Иван Шишманов","4.176","4.16","9","9"
"Варна","2902106","НАЦИОНАЛНО УЧИЛИЩЕ ПО ИЗКУСТВАТА ДОБРИ ХРИСТОВ","4.44","4.832","68","17"
"Варна","400055","Професионална техническа гимназия","3.844","4.099","149","67"
"Варна","400058","Професионална гимназия по химични и хранително-вкусови технологии Дм.Ив.Менделеев","3.7","3.856","49","49"
"Варна","400063","Професионална гимназия по строителство, архитектура и геодезия Васил Левски","3.948","3.719","73","70"
"Варна","402030","Варненска търговска гимназия Георги Стойков Раковски","4.792","4.848","162","83"
"Варна","402161","Професионална гимназия по текстил и моден дизайн","3.681","3.695","67","19"
"Варна","402183","Варненска морска гимназия Свети Николай Чудотворец","3.777","3.968","85","57"
"Варна","403531","Професионална гимназия по електротехника","4.014","3.99","118","84"
"Варна","403534","Професионална гимназия по туризъм Професор д-р Асен Златаров","4.414","4.832","157","50"
"Варна","400033","Спортно училище Георги Бенковски","3.718","4.413","82","21"
"Варна","400044","Професионална гимназия по икономика Д-р Иван Богоров","4.374","4.385","160","130"
"Варна","402172","Професионална гимназия по горско стопанство и дървообработване Николай Хайтов","3.503","3.559","85","30"
"Варна","400041","Трета природоматематическа гимназия Академик Методий Попов","4.831","5.119","140","140"
"Варна","400042","ІV Езикова гимназия Фредерик Жолио - Кюри","5.303","5.353","194","194"
"Варна","400043","Гимназия с преподаване на чужди езици Йоан Екзарх","5.457","5.51","180","180"
"Варна","400045","Първа езикова гимназия","5.499","5.848","239","238"
"Варна","400046","Математическа гимназия Д-р Петър Берон","5.29","5.533","222","221"
"Варна","400030","Седмо средно училище Найден Геров","4.12","4.342","72","72"
"Варна","400031","Средно училище с езиково обучение Ал. С. Пушкин","4.76","4.96","122","120"
"Варна","400034","Средно училище Гео Милев","4.156","4.603","41","42"
"Варна","400036","Средно училище Елин Пелин","3.708","3.921","11","11"
"Варна","400037","Средно училище Любен Каравелов","3.744","3.681","35","34"
"Варна","400039","Средно училище Пейо Крачолов Яворов","3.799","3.95","18","16"
"Варна","400040","Средно училище Свети Климент Охридски","4.592","4.887","43","45"
"Варна","400047","Средно училище за хуманитарни науки и изкуства Константин Преславски","4.634","4.723","224","225"
"Варна","403537","Средно училище Димчо Дебелянов","4.041","4.105","39","40"
"Варна","403538","Средно училище Неофит Бозвели","3.494","3.638","64","65"
"Варна","400070","Частна Търговска Гимназия Конто Трейд ЕООД","4.08","4.254","5","5"
"Варна","400074","Частна профилирана гимназия по софтуерни и хардуерни науки Антоан дьо Сент-Екзюпери","4.856","5.469","13","13"
"Варна","400076","Частна езикова гимназия с изучаване на чужди езици Джордж Байрон","4.46","4.915","26","26"
